,Company,Company Description,Date Victimised,Number of Clicks,Status
418,brl.fr,"BRL Ingénierie is a subsidiary company belonging to the BRL Group, originally founded in 1955 to support the economic development of the Languedoc-Roussillon region in southern France by designing, building and managing large-scale water infrastructu...",2023-10-14 10:28:00,17398,Published
419,hacla.org,HACLA PART 3 [541 GB] | The Housing Authority of the City of Los Angeles (HACLA),2023-10-14 10:28:00,18123,Published
420,sandycove.org,full of data,2023-10-14 10:28:00,19612,Published
421,elsan.care,next part of data 145gb,2023-10-14 10:28:00,22491,Published
422,moci.gov.kw,11782 files,2023-10-14 10:28:00,21605,Published
423,vanderkaay.com,"We’re Passionate About Connecting Investors and Business Owners Vander Kaay is a middle-market M&A intermediary specializing in buy-side deal origination for premier private equity, strategic and family office investors. We source, qualify and intro...",2023-10-14 10:28:00,18014,Published
424,aristopharma.com,full. Aristopharma Ltd. is one of the top 10 pharmaceutical companies in Bangladesh. The company started its journey in 1986 with the honest promise to provide quality medicines at affordable prices to the countrymen. Arisopharma now owns two plants...,2023-10-14 10:28:00,18163,Published
425,crystalcreamery.com,First part of data,2023-10-14 10:28:00,17791,Published
426,dmos.com,full data,2023-10-14 10:28:00,18727,Published
427,homeandhearthealth.com,"I apologize for attacking your medical facility and issue a free decryptor, the partner who attacked you is blocked. http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion/r/jVSadFeWyJ#qH8hVa3hIF/nzdKjgwoY4i9j4OSZM/tfYjEdgrkpT8I=",2023-10-14 10:29:00,18379,Published
428,techhard.ae,"Tech Hard is an ISO – 9001: 2015 certified company that is based in Jebel Ali Free Zone, Dubai, UAE, with over two decades of experience. We are well versed in the supply of wide range of high-standard products and equipment with international approv...",2023-10-14 10:29:00,9880,Published
429,ksrsac.karnataka.gov.in,Karnataka State Remote Sensing Applications Centre (KSRSAC) was established in the year 1986 and designated as the Nodal Agency for implementation of Remote Sensing (including Photogrammetry) and GIS programmes in the State. The KSRSAC will be the re...,2023-10-14 10:29:00,9729,Published
430,fameline.com,"Fameline is a leader in the field of innovative products for the decoration of buildings. and architectural design We're not just brand owners. But we are designers, manufacturers, distributors, and installers. We attach great importance to the produ...",2023-10-14 10:29:00,20790,Published
431,darktrace.com,"I love dark trace, thanks for following the testing of my updates. In case you're very interested, what you've scraped is testing improvements to server-to-server communication, Poppy, would you like to go to a restaurant with me? you sexy",2023-10-14 10:29:00,23715,Published
432,fosfa.cz,Life Science. Fosfa je nejvtm zpracovatelem lutého fosforu v Evrop. Svoje produkty vyv do vce ne 80 zem celého svta. Vyvj a vyrb vlastn adu ekologicky etrnch prostedk pée o domcnost a kosmetiky Feel eco. Provozuje prvn vertikln farmu v eské republice...,2023-10-14 10:29:00,17629,Published
433,bcncruiseport.com,"Barcelona Cruise Port - Creuers Terminals, is composed of 5 Terminals. North and South Terminals are located in the World Trade Center, while the other three; Terminal A, Terminal B and Terminal C are located on the ""Adossat"" dock, crossing the ""Port...",2023-10-14 10:29:00,20318,Published
434,teleferico.com,"Continuando um dos passeios tradicionais e mais apreciados pelos turistas e pela população, outrora proporcionado pelo comboio do Monte, o Teleférico do Funchal oferece nos nossos dias aos seus passageiros um passeio sobre a paisagem e um panorama de...",2023-10-14 09:56:00,17529,Published
435,conseildelentente.org,West African regional co-operation forum established,2023-10-14 10:27:00,18333,Published
436,servex-us.com,servex-us.com,2023-10-14 09:56:00,17846,Published
437,comacchio.com,"Comacchio has always strived to guarantee its customers the highest standards of efficiency and quality throughout the life of their equipment, from design to assembly and after-sales service. To maintain a high level of after-sales service we offer.",2023-10-14 09:56:00,18108,Published
438,grouplease.co.th,"Group Lease Public Company Limited, together with its subsidiaries, provides hire purchase services and asset-backed loans to consumers in Thailand, Cambodia, Singapore, Laos, Indonesia, and Myanmar. The company offers hire purchase services and asse...",2023-10-14 09:57:00,18052,Published
439,sxi.com.ph,We take great pride in offering globally competitive solutions that are proudly Filipino-made. What drives us? Our goal is to become the bank's trusted partner for digital transformation by providing out of the box solutions that meet the evolving ne...,2023-10-14 09:56:00,18478,Published
440,omscomponents.it,Da quarant’anni lavoriamo per farvi stare comodamente seduti. Siamo curiosi e creativi. Ci piacciono le sfide e vogliamo migliorarci ogni giorno. Questi tratti del nostro carattere guidano le nostre scelte e ci permettono di produrre per voi meccani...,2023-10-14 09:56:00,19329,Published
441,biosonicsinc.com,1 part of data,2023-10-14 09:57:00,19460,Published
442,dana-group.com,"We’re a multi-disciplinary behavioral health organization committed to helping our patients grow personally, socially, and professionally. We’ve been helping people from all walks of life for over 30 years. Our committed team of providers includes...",2023-10-14 09:57:00,19118,Published
443,vissan.com.vn,"VISSAN Joint Stock Company is one of the leading business corporations in Vietnam. Originally founded on November 20, 1970 and launched on May 18, 1974, VISSAN is proud to become one of the leading nationally recognized food producers.",2023-10-14 09:57:00,21906,Published
444,prlabs.com,all data,2023-10-14 09:57:00,22260,Published
445,vernegroup.com,"With more than 40 years of experience, Verne Technology Group has two business divisions, Verne TELCO and Verne TECH, covering the ICT sector. A project that, emulating Jules Verne, was born with the purpose of continuing to be visionaries of the...",2023-10-14 09:57:00,23545,Published
446,revvaviation.com,first part of data,2023-10-14 09:57:00,19456,Published
447,wcinet.com,Last chance,2023-10-14 10:13:00,19238,Published
448,p-and-r.com,"P&R Enterprises, Inc. was founded in 1968 and is headquartered just outside Washington, D.C. in Falls Church, Virginia. P&R is a Mid-Atlantic based building services contractor. In addition, P&R continues to be a pioneer in the implementation of Gree...",2023-10-14 09:57:00,19957,Published
449,ativy.com,"We build the companies of the future We have started our history as a cloud-based service provider, but soon we figured out that the sky is the limit. At Ativy, we work towards creating a more productive, efficient, and above all, more human tomorr...",2023-10-14 09:57:00,26357,Published
450,hacla.org,The Housing Authority of the City of Los Angeles (HACLA) [part2],2023-10-14 09:57:00,21022,Published
451,groupe-seche.com,"Séché Environnement SA engages in the recovery and treatment of waste products for industrial and corporate customers, and local authorities in France and internationally. more than 300 gigabytes of documents, including personal data.",2023-10-14 10:18:00,20747,Published
452,theus-industries.fr,"THEUS INDUSTRIES, est le prolongement d’un atelier de chaudronnerie créé en 1892. Elle est l’héritière de plus de cent années d’expérience dans le travail de l’acier. Tous les produits FOCUS CREATION sont fabriqués ici, à Cavaillon, au cœur du parc n...",2023-10-14 10:14:00,24437,Published
453,tharworx.com,"in three days we will lay out 3 GB, if representatives of tharworx.com company do not contact us, we will lay out another 20 GB",2023-10-14 10:06:00,20641,Published
454,bianchiindustry.com,UPDATE!!! ALL FILES ARE PUBLISHED!!! CHECK LINKS!!! https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/Bv_After_Sales.zip https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/Centralino.zip https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/DOC_LAB.zip https://...,2023-10-14 10:16:00,28485,Published
455,nts.go.kr,,2023-10-14 10:20:00,158060,Published
456,nts.go.kr,National Tax Service,2023-10-14 10:13:00,16294,Published
457,piramal.com,"The Piramal Group is an Indian multinational conglomerate that has presence across various sectors such as healthcare, life sciences, drug discovery, financial services, alternative investment and real estate",2023-10-14 10:16:00,21885,Published
458,errebielle.it,Errebielle S.r.l. is an Italian company specializing in the production of doors and furniture accessories. Data leak contains 34 GB,2023-10-14 09:58:00,18212,Published
